#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-clamy-name	Best-hit-clamy-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:51212554	Qurub.01G000100	Qurub.01G000100.1	Qurub.01G000100.1												
PAC:51211559	Qurub.01G051700	Qurub.01G051700.1	Qurub.01G051700.1		PTHR12433 PTHR12433:SF11										
PAC:51211560	Qurub.01G051700	Qurub.01G051700.2	Qurub.01G051700.2		PTHR12433 PTHR12433:SF11										
PAC:51211561	Qurub.01G051700	Qurub.01G051700.3	Qurub.01G051700.3		PTHR12433 PTHR12433:SF11										
PAC:51214342	Qurub.01G051800	Qurub.01G051800.1	Qurub.01G051800.1	PF00394 PF07731 PF07732	PTHR11709 PTHR11709:SF73	EC:1.10.3.2		K05909	GO:0005507 GO:0016491 GO:0046274 GO:0048046 GO:0052716 GO:0055114	AT5G60020	laccase 17	Cre03.g162366	(1 of 1) PTHR11709//PTHR11709:SF33 - MULTI-COPPER OXIDASE // LACCASE-6	LOC_Os01g62480	laccase precursor protein, putative, expressed
PAC:51212985	Qurub.01G051900	Qurub.01G051900.1	Qurub.01G051900.1	PF06232	PTHR31718 PTHR31718:SF2										
PAC:51213102	Qurub.01G052000	Qurub.01G052000.1	Qurub.01G052000.1	PF00046	PTHR24326 PTHR24326:SF115				GO:0003677	AT2G28610	Homeodomain-like superfamily protein			LOC_Os11g01130	homeobox domain containing protein, expressed
PAC:51214113	Qurub.01G052100	Qurub.01G052100.1	Qurub.01G052100.1	PF01794 PF08022 PF08030 PF08414	PTHR11972 PTHR11972:SF54	EC:1.6.3.1			GO:0004601 GO:0005509 GO:0016491 GO:0050664 GO:0055114	AT5G60010	ferric reductase-like transmembrane component family protein	Cre05.g241400	(1 of 2) 1.16.1.7 - Ferric-chelate reductase (NADH) / NADH:Fe(3+)-EDTA reductase	LOC_Os01g61880	respiratory burst oxidase, putative, expressed
PAC:51214114	Qurub.01G052100	Qurub.01G052100.2	Qurub.01G052100.2	PF01794 PF08022 PF08030 PF08414	PTHR11972 PTHR11972:SF54	EC:1.6.3.1			GO:0004601 GO:0005509 GO:0016491 GO:0050664 GO:0055114	AT5G60010	ferric reductase-like transmembrane component family protein	Cre05.g241400	(1 of 2) 1.16.1.7 - Ferric-chelate reductase (NADH) / NADH:Fe(3+)-EDTA reductase	LOC_Os01g61880	respiratory burst oxidase, putative, expressed
PAC:51213248	Qurub.01G052200	Qurub.01G052200.1	Qurub.01G052200.1		PTHR13052 PTHR13052:SF0			K11671	GO:0031011	AT3G45830	(1 of 1) PTHR13052:SF0 - NUCLEAR FACTOR RELATED TO KAPPA-B-BINDING PROTEIN			LOC_Os05g02680	nuclear factor related to kappa-B-binding protein, related, putative, expressed
PAC:51214026	Qurub.01G052300	Qurub.01G052300.1	Qurub.01G052300.1	PF00225	PTHR24115 PTHR24115:SF515	EC:3.6.4.4		K10398	GO:0003777 GO:0005524 GO:0005871 GO:0007018 GO:0008017	AT3G45850	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre16.g672497	(1 of 1) PTHR24115//PTHR24115:SF105 - FAMILY NOT NAMED // KINESIN-LIKE PROTEIN KIF11	LOC_Os05g02670	kinesin motor domain containing protein, putative, expressed
PAC:51214027	Qurub.01G052300	Qurub.01G052300.2	Qurub.01G052300.2	PF00225	PTHR24115 PTHR24115:SF515	EC:3.6.4.4		K10398	GO:0003777 GO:0005524 GO:0005871 GO:0007018 GO:0008017	AT3G45850	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre16.g672497	(1 of 1) PTHR24115//PTHR24115:SF105 - FAMILY NOT NAMED // KINESIN-LIKE PROTEIN KIF11	LOC_Os05g02670	kinesin motor domain containing protein, putative, expressed
PAC:51214028	Qurub.01G052300	Qurub.01G052300.3	Qurub.01G052300.3	PF00225	PTHR24115 PTHR24115:SF515	EC:3.6.4.4		K10398	GO:0003777 GO:0005524 GO:0005871 GO:0007018 GO:0008017	AT3G45850	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre16.g672497	(1 of 1) PTHR24115//PTHR24115:SF105 - FAMILY NOT NAMED // KINESIN-LIKE PROTEIN KIF11	LOC_Os05g02670	kinesin motor domain containing protein, putative, expressed
PAC:51212429	Qurub.01G052400	Qurub.01G052400.1	Qurub.01G052400.1	PF00931 PF05659	PTHR23155 PTHR23155:SF543		KOG4658		GO:0043531	AT5G66900	Disease resistance protein (CC-NBS-LRR class) family				
PAC:51212142	Qurub.01G052500	Qurub.01G052500.1	Qurub.01G052500.1	PF00931 PF05659	PTHR23155 PTHR23155:SF543		KOG4658		GO:0043531	AT5G66900	Disease resistance protein (CC-NBS-LRR class) family				
PAC:51211687	Qurub.01G052600	Qurub.01G052600.1	Qurub.01G052600.1	PF00704	PTHR11177 PTHR11177:SF186	EC:3.2.1.14			GO:0004553 GO:0005975					LOC_Os10g28050	chitinase 2, putative, expressed
PAC:51212641	Qurub.01G052700	Qurub.01G052700.1	Qurub.01G052700.1	PF00704	PTHR11177 PTHR11177:SF186	EC:3.2.1.14			GO:0004553 GO:0005975					LOC_Os10g28050	chitinase 2, putative, expressed
PAC:51213894	Qurub.01G052800	Qurub.01G052800.1	Qurub.01G052800.1	PF00931 PF05659	PTHR23155 PTHR23155:SF543				GO:0043531	AT5G66900	Disease resistance protein (CC-NBS-LRR class) family				
PAC:51211744	Qurub.01G052900	Qurub.01G052900.1	Qurub.01G052900.1	PF00931	PTHR23155 PTHR23155:SF543				GO:0043531	AT5G66900	Disease resistance protein (CC-NBS-LRR class) family				
PAC:51214353	Qurub.01G053000	Qurub.01G053000.1	Qurub.01G053000.1	PF00931 PF05659	PTHR23155 PTHR23155:SF543				GO:0043531	AT5G66900	Disease resistance protein (CC-NBS-LRR class) family				
PAC:51214370	Qurub.01G053100	Qurub.01G053100.1	Qurub.01G053100.1												
PAC:51214061	Qurub.01G053200	Qurub.01G053200.1	Qurub.01G053200.1	PF06203	PTHR31319 PTHR31319:SF1				GO:0005515	AT5G59990	CCT motif family protein			LOC_Os01g61900	CCT motif family protein, expressed
PAC:51211216	Qurub.01G053300	Qurub.01G053300.1	Qurub.01G053300.1	PF15511	PTHR10484		KOG3467	K11254	GO:0000786 GO:0003677 GO:0005634	AT1G07660	Histone superfamily protein	Cre06.g274150	Histone H4	LOC_Os01g61920	Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
PAC:51211308	Qurub.01G053400	Qurub.01G053400.1	Qurub.01G053400.1	PF00122 PF00689 PF00690 PF12710	PTHR24093 PTHR24093:SF289	EC:3.6.3.8		K01537	GO:0000166 GO:0016021 GO:0046872	AT1G07670	endomembrane-type CA-ATPase 4	Cre05.g242350	Putative calcium-transporting ATPase, endoplasmic reticulum-type	LOC_Os03g17310	calcium-transporting ATPase, endoplasmic reticulum-type, putative, expressed
PAC:51211303	Qurub.01G053500	Qurub.01G053500.1	Qurub.01G053500.1		PTHR35304 PTHR35304:SF1					AT5G02640				LOC_Os05g02900	expressed protein
PAC:51211508	Qurub.01G053600	Qurub.01G053600.1	Qurub.01G053600.1	PF07714 PF11721	PTHR27003 PTHR27003:SF94	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT3G46290	hercules receptor kinase 1			LOC_Os06g22810	TKL_IRAK_CrRLK1L-1.14 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog, expressed
PAC:51213119	Qurub.01G053700	Qurub.01G053700.1	Qurub.01G053700.1	PF04153	PTHR23326 PTHR23326:SF3			K12605	GO:0005634 GO:0006355	AT1G07705	NOT2 / NOT3 / NOT5 family	Cre06.g309050	Negative regulator of transcription	LOC_Os02g54120	CCR4-NOT transcription factor, putative, expressed
PAC:51213121	Qurub.01G053700	Qurub.01G053700.2	Qurub.01G053700.2	PF04153	PTHR23326 PTHR23326:SF3			K12605	GO:0005634 GO:0006355	AT1G07705	NOT2 / NOT3 / NOT5 family	Cre06.g309050	Negative regulator of transcription	LOC_Os02g54120	CCR4-NOT transcription factor, putative, expressed
PAC:51213120	Qurub.01G053700	Qurub.01G053700.3	Qurub.01G053700.3	PF04153	PTHR23326 PTHR23326:SF3			K12605	GO:0005634 GO:0006355	AT1G07705	NOT2 / NOT3 / NOT5 family	Cre06.g309050	Negative regulator of transcription	LOC_Os02g54120	CCR4-NOT transcription factor, putative, expressed
PAC:51211282	Qurub.01G053800	Qurub.01G053800.1	Qurub.01G053800.1	PF09743	PTHR31057					AT3G46220	(1 of 1) PTHR31057:SF0 - E3 UFM1-PROTEIN LIGASE 1	Cre16.g686650	(1 of 1) PTHR31057//PTHR31057:SF0 - FAMILY NOT NAMED // E3 UFM1-PROTEIN LIGASE 1	LOC_Os05g02650	expressed protein
PAC:51212907	Qurub.01G053900	Qurub.01G053900.1	Qurub.01G053900.1	PF12796 PF13962	PTHR24186 PTHR24186:SF4		KOG0502 KOG0508 KOG4412		GO:0005515	AT1G07710	Ankyrin repeat family protein	Cre05.g231100	(1 of 2) PF00023//PF12796 - Ankyrin repeat (Ank) // Ankyrin repeats (3 copies) (Ank_2)	LOC_Os03g17250	ankyrin repeat-containing protein, putative, expressed
PAC:51212908	Qurub.01G053900	Qurub.01G053900.2	Qurub.01G053900.2	PF12796 PF13962	PTHR24186 PTHR24186:SF4		KOG0502 KOG0508 KOG4412		GO:0005515	AT1G07710	Ankyrin repeat family protein	Cre05.g231100	(1 of 2) PF00023//PF12796 - Ankyrin repeat (Ank) // Ankyrin repeats (3 copies) (Ank_2)	LOC_Os03g17250	ankyrin repeat-containing protein, putative, expressed
PAC:51212909	Qurub.01G053900	Qurub.01G053900.3	Qurub.01G053900.3	PF12796 PF13962	PTHR24186 PTHR24186:SF4		KOG0502 KOG0508 KOG4412		GO:0005515	AT1G07710	Ankyrin repeat family protein	Cre05.g231100	(1 of 2) PF00023//PF12796 - Ankyrin repeat (Ank) // Ankyrin repeats (3 copies) (Ank_2)	LOC_Os03g17250	ankyrin repeat-containing protein, putative, expressed
PAC:51212910	Qurub.01G053900	Qurub.01G053900.4	Qurub.01G053900.4	PF12796 PF13962	PTHR24186 PTHR24186:SF4		KOG0502 KOG0508 KOG4412		GO:0005515	AT1G07710	Ankyrin repeat family protein	Cre05.g231100	(1 of 2) PF00023//PF12796 - Ankyrin repeat (Ank) // Ankyrin repeats (3 copies) (Ank_2)	LOC_Os03g17250	ankyrin repeat-containing protein, putative, expressed
PAC:51212911	Qurub.01G053900	Qurub.01G053900.5	Qurub.01G053900.5	PF12796 PF13962	PTHR24186 PTHR24186:SF4		KOG0502 KOG0508 KOG4412		GO:0005515	AT1G07710	Ankyrin repeat family protein	Cre05.g231100	(1 of 2) PF00023//PF12796 - Ankyrin repeat (Ank) // Ankyrin repeats (3 copies) (Ank_2)	LOC_Os03g17250	ankyrin repeat-containing protein, putative, expressed
PAC:51211878	Qurub.01G054000	Qurub.01G054000.1	Qurub.01G054000.1	PF00293	PTHR31835				GO:0016787	AT3G46200	nudix hydrolase homolog 9			LOC_Os05g02640	hydrolase, NUDIX family, domain containing protein, expressed
PAC:51211879	Qurub.01G054000	Qurub.01G054000.2	Qurub.01G054000.2	PF00293	PTHR31835				GO:0016787	AT3G46200	nudix hydrolase homolog 9			LOC_Os05g02640	hydrolase, NUDIX family, domain containing protein, expressed
PAC:51211881	Qurub.01G054000	Qurub.01G054000.3	Qurub.01G054000.3	PF00293	PTHR31835 PTHR31835:SF1				GO:0016787	AT3G46200	nudix hydrolase homolog 9			LOC_Os05g02640	hydrolase, NUDIX family, domain containing protein, expressed
PAC:51211880	Qurub.01G054000	Qurub.01G054000.4	Qurub.01G054000.4	PF00293	PTHR31835 PTHR31835:SF1				GO:0016787	AT3G46200	nudix hydrolase homolog 9			LOC_Os05g02640	hydrolase, NUDIX family, domain containing protein, expressed
PAC:51213907	Qurub.01G054100	Qurub.01G054100.1	Qurub.01G054100.1	PF08392 PF08541	PTHR31561 PTHR31561:SF24	EC:2.3.1.199		K15397	GO:0006633 GO:0008610 GO:0016020 GO:0016747	AT2G28630	3-ketoacyl-CoA synthase 12			LOC_Os02g56860	3-ketoacyl-CoA synthase, putative, expressed
PAC:51214032	Qurub.01G054200	Qurub.01G054200.1	Qurub.01G054200.1	PF03081	PTHR12542 PTHR12542:SF17			K07195	GO:0000145 GO:0006887	AT5G59730	exocyst subunit exo70 family protein H7	Cre10.g421250	Component of the Exocyst Complex		
PAC:51213691	Qurub.01G054300	Qurub.01G054300.1	Qurub.01G054300.1	PF03081	PTHR12542 PTHR12542:SF17			K07195	GO:0000145 GO:0006887	AT5G59730	exocyst subunit exo70 family protein H7	Cre10.g421250	Component of the Exocyst Complex		
PAC:51211811	Qurub.01G054400	Qurub.01G054400.1	Qurub.01G054400.1	PF03081	PTHR12542 PTHR12542:SF17			K07195	GO:0000145 GO:0006887	AT5G59730	exocyst subunit exo70 family protein H7	Cre10.g421250	Component of the Exocyst Complex		
PAC:51212823	Qurub.01G054500	Qurub.01G054500.1	Qurub.01G054500.1	PF00403	PTHR22814 PTHR22814:SF82		KOG1603		GO:0030001 GO:0046872	AT2G28660	Chloroplast-targeted copper chaperone protein			LOC_Os03g60480	heavy metal-associated domain containing protein, expressed
PAC:51211195	Qurub.01G054600	Qurub.01G054600.1	Qurub.01G054600.1	PF01535 PF13041 PF13812	PTHR24015 PTHR24015:SF734					AT1G07740	Tetratricopeptide repeat (TPR)-like superfamily protein	Cre01.g048750	PentratricoPeptide Repeat protein	LOC_Os05g47510	pentatricopeptide, putative, expressed
PAC:51212571	Qurub.01G054700	Qurub.01G054700.1	Qurub.01G054700.1	PF00067	PTHR24298 PTHR24298:SF170				GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114					LOC_Os06g41070	cytochrome P450, putative, expressed
PAC:51212959	Qurub.01G054800	Qurub.01G054800.1	Qurub.01G054800.1	PF00067	PTHR24298 PTHR24298:SF170				GO:0005506 GO:0016705 GO:0020037 GO:0055114						
PAC:51212790	Qurub.01G054900	Qurub.01G054900.1	Qurub.01G054900.1	PF00067	PTHR24298 PTHR24298:SF170				GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114					LOC_Os06g41070	cytochrome P450, putative, expressed
PAC:51212741	Qurub.01G055000	Qurub.01G055000.1	Qurub.01G055000.1	PF02705	PTHR30540 PTHR30540:SF12			K03549	GO:0015079 GO:0016020 GO:0071805	AT2G30070	potassium transporter 1	Cre17.g714450	Potassium ion uptake transporter		
PAC:51212742	Qurub.01G055000	Qurub.01G055000.2	Qurub.01G055000.2	PF02705	PTHR30540 PTHR30540:SF12			K03549	GO:0015079 GO:0016020 GO:0071805	AT2G30070	potassium transporter 1	Cre17.g714450	Potassium ion uptake transporter		
PAC:51211424	Qurub.01G055100	Qurub.01G055100.1	Qurub.01G055100.1	PF00925 PF00926	PTHR21327 PTHR21327:SF7	EC:3.5.4.25	KOG1284	K14652	GO:0003935 GO:0008686 GO:0009231	AT5G59750	DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II	Cre14.g620350	Putative GTP cyclohydrolase	LOC_Os05g38570	riboflavin biosynthesis protein ribAB, chloroplast precursor, putative, expressed
PAC:51211425	Qurub.01G055100	Qurub.01G055100.2	Qurub.01G055100.2	PF00925 PF00926	PTHR21327 PTHR21327:SF7	EC:3.5.4.25	KOG1284	K14652	GO:0003935 GO:0008686 GO:0009231	AT5G59750	DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II	Cre14.g620350	Putative GTP cyclohydrolase	LOC_Os05g38570	riboflavin biosynthesis protein ribAB, chloroplast precursor, putative, expressed
PAC:51211426	Qurub.01G055100	Qurub.01G055100.3	Qurub.01G055100.3	PF00925 PF00926	PTHR21327 PTHR21327:SF7	EC:3.5.4.25	KOG1284	K14652	GO:0003935 GO:0008686 GO:0009231	AT5G59750	DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II	Cre14.g620350	Putative GTP cyclohydrolase	LOC_Os05g38570	riboflavin biosynthesis protein ribAB, chloroplast precursor, putative, expressed
PAC:51213203	Qurub.01G055200	Qurub.01G055200.1	Qurub.01G055200.1	PF00276 PF03939	PTHR11620 PTHR11620:SF14		KOG1751	K02893	GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT2G39460	ribosomal protein L23AA	Cre06.g282500	Cytosolic 80S ribosomal protein L23a	LOC_Os04g42270	60S ribosomal protein L23A, putative, expressed
PAC:51213204	Qurub.01G055200	Qurub.01G055200.2	Qurub.01G055200.2	PF00276 PF03939	PTHR11620 PTHR11620:SF14		KOG1751	K02893	GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT2G39460	ribosomal protein L23AA	Cre06.g282500	Cytosolic 80S ribosomal protein L23a	LOC_Os04g42270	60S ribosomal protein L23A, putative, expressed
PAC:51214427	Qurub.01G055300	Qurub.01G055300.1	Qurub.01G055300.1	PF13639	PTHR14155 PTHR14155:SF94				GO:0005515 GO:0008270						
PAC:51212221	Qurub.01G055400	Qurub.01G055400.1	Qurub.01G055400.1	PF17123	PTHR14155 PTHR14155:SF94										
PAC:51213845	Qurub.01G055500	Qurub.01G055500.1	Qurub.01G055500.1	PF07795	PTHR33431 PTHR33431:SF2					AT2G28690	Protein of unknown function (DUF1635)			LOC_Os05g02450	expressed protein
PAC:51213045	Qurub.01G055600	Qurub.01G055600.1	Qurub.01G055600.1	PF00230	PTHR19139 PTHR19139:SF55		KOG0223	K09873	GO:0005215 GO:0006810 GO:0016020			Cre12.g549300	Aquaporin	LOC_Os01g74450	aquaporin protein, putative, expressed
PAC:51212380	Qurub.01G055700	Qurub.01G055700.1	Qurub.01G055700.1	PF04387	PTHR11035	EC:4.2.1.134	KOG3187	K10703		AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	Cre08.g363500	(1 of 2) 4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC_Os05g38590	expressed protein
PAC:51212381	Qurub.01G055700	Qurub.01G055700.2	Qurub.01G055700.2	PF04387	PTHR11035	EC:4.2.1.134	KOG3187	K10703		AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	Cre08.g363500	(1 of 2) 4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC_Os05g38590	expressed protein
PAC:51212382	Qurub.01G055700	Qurub.01G055700.3	Qurub.01G055700.3	PF04387	PTHR11035	EC:4.2.1.134	KOG3187	K10703		AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	Cre08.g363500	(1 of 2) 4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC_Os05g38590	expressed protein
PAC:51212383	Qurub.01G055700	Qurub.01G055700.4	Qurub.01G055700.4	PF04387	PTHR11035	EC:4.2.1.134	KOG3187	K10703		AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	Cre08.g363500	(1 of 2) 4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC_Os05g38590	expressed protein
PAC:51212385	Qurub.01G055700	Qurub.01G055700.5	Qurub.01G055700.5	PF04387	PTHR11035 PTHR11035:SF23	EC:4.2.1.134				AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	Cre08.g363500	(1 of 2) 4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC_Os05g38590	expressed protein
PAC:51212384	Qurub.01G055700	Qurub.01G055700.6	Qurub.01G055700.6	PF04387	PTHR11035	EC:4.2.1.134	KOG3187	K10703		AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	Cre08.g363500	(1 of 2) 4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC_Os05g38590	expressed protein
PAC:51211966	Qurub.01G055800	Qurub.01G055800.1	Qurub.01G055800.1	PF00249	PTHR10641 PTHR10641:SF484			K09422		AT5G59780	myb domain protein 59			LOC_Os12g37970	MYB family transcription factor, putative, expressed
PAC:51211967	Qurub.01G055800	Qurub.01G055800.2	Qurub.01G055800.2	PF00249	PTHR10641 PTHR10641:SF484					AT5G59780	myb domain protein 59			LOC_Os12g37970	MYB family transcription factor, putative, expressed
PAC:51212207	Qurub.01G055900	Qurub.01G055900.1	Qurub.01G055900.1	PF06136	PTHR31083 PTHR31083:SF4					AT5G59790	Domain of unknown function (DUF966)			LOC_Os01g62200	domain of unknown function DUF966 domain containing protein, expressed
PAC:51211506	Qurub.01G056000	Qurub.01G056000.1	Qurub.01G056000.1	PF01429	PTHR12396 PTHR12396:SF9				GO:0003677 GO:0005634	AT5G59800	methyl-CPG-binding domain 7				
PAC:51211507	Qurub.01G056000	Qurub.01G056000.2	Qurub.01G056000.2	PF01429	PTHR12396 PTHR12396:SF9				GO:0003677 GO:0005634	AT5G59800	methyl-CPG-binding domain 7				
PAC:51214341	Qurub.01G056100	Qurub.01G056100.1	Qurub.01G056100.1	PF02892 PF05699 PF14372	PTHR23272		KOG1121		GO:0003677 GO:0046983					LOC_Os08g09800	WRKY105, expressed
PAC:51214071	Qurub.01G056200	Qurub.01G056200.1	Qurub.01G056200.1	PF13912	PTHR26374 PTHR26374:SF162				GO:0046872	AT2G28710	C2H2-type zinc finger family protein			LOC_Os03g17150	ZOS3-09 - C2H2 zinc finger protein, expressed
PAC:51211697	Qurub.01G056300	Qurub.01G056300.1	Qurub.01G056300.1	PF16135	PTHR24098 PTHR24098:SF13					AT5G59830	(1 of 18) PF16135 - TPL-binding domain in jasmonate signalling (Jas)				
PAC:51211698	Qurub.01G056300	Qurub.01G056300.2	Qurub.01G056300.2	PF16135	PTHR24098 PTHR24098:SF13					AT5G59830	(1 of 18) PF16135 - TPL-binding domain in jasmonate signalling (Jas)				
PAC:51211699	Qurub.01G056300	Qurub.01G056300.3	Qurub.01G056300.3	PF16135	PTHR24098 PTHR24098:SF13					AT5G59830	(1 of 18) PF16135 - TPL-binding domain in jasmonate signalling (Jas)				
PAC:51214243	Qurub.01G056400	Qurub.01G056400.1	Qurub.01G056400.1	PF00025	PTHR24073 PTHR24073:SF541	EC:3.6.5.2	KOG0078	K07901	GO:0003924 GO:0005525 GO:0005622 GO:0006886 GO:0006913 GO:0007165 GO:0007264 GO:0015031 GO:0016020	AT5G59840	Ras-related small GTP-binding family protein			LOC_Os07g13530	ras-related protein, putative, expressed
PAC:51213068	Qurub.01G056500	Qurub.01G056500.1	Qurub.01G056500.1	PF00410	PTHR11758 PTHR11758:SF16		KOG1754	K02957	GO:0003735 GO:0005840 GO:0006412	AT5G59850	Ribosomal protein S8 family protein	Cre05.g234637	(1 of 1) K02957 - small subunit ribosomal protein S15Ae (RP-S15Ae, RPS15A)	LOC_Os02g27760	40S ribosomal protein S15a, putative, expressed
PAC:51211518	Qurub.01G056600	Qurub.01G056600.1	Qurub.01G056600.1		PTHR35286 PTHR35286:SF1										
PAC:51211645	Qurub.01G056700	Qurub.01G056700.1	Qurub.01G056700.1	PF00125	PTHR23428		KOG1744	K11252	GO:0000786 GO:0003677	AT5G59910	Histone superfamily protein	Cre13.g570050	Histone H2B	LOC_Os08g38300	Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
PAC:51212521	Qurub.01G056800	Qurub.01G056800.1	Qurub.01G056800.1	PF00076	PTHR24012			K13195	GO:0003676	AT3G46020	RNA-binding (RRM/RBD/RNP motifs) family protein			LOC_Os01g31810	RNA recognition motif containing protein, putative, expressed
PAC:51213477	Qurub.01G056900	Qurub.01G056900.1	Qurub.01G056900.1	PF00076	PTHR24012			K13195	GO:0003676					LOC_Os01g74340	RNA recognition motif containing protein, putative, expressed
PAC:51213478	Qurub.01G056900	Qurub.01G056900.2	Qurub.01G056900.2	PF00076	PTHR24012			K13195	GO:0003676					LOC_Os01g74340	RNA recognition motif containing protein, putative, expressed
PAC:51211275	Qurub.01G057000	Qurub.01G057000.1	Qurub.01G057000.1	PF00295	PTHR31339 PTHR31339:SF10	EC:3.2.1.82			GO:0004650 GO:0005975	AT3G57790	Pectin lyase-like superfamily protein			LOC_Os09g31270	polygalacturonase, putative, expressed
PAC:51211451	Qurub.01G057100	Qurub.01G057100.1	Qurub.01G057100.1		PTHR33437 PTHR33437:SF2									ChrUn.fgenesh.gene.5	expressed protein
PAC:51213326	Qurub.01G057200	Qurub.01G057200.1	Qurub.01G057200.1	PF00125 PF16211	PTHR23430		KOG1756	K11251	GO:0000786 GO:0003677 GO:0005634	AT5G02560	histone H2A 12				
PAC:51213580	Qurub.01G057300	Qurub.01G057300.1	Qurub.01G057300.1	PF00125	PTHR23428		KOG1744	K11252	GO:0000786 GO:0003677	AT5G59910	Histone superfamily protein	Cre13.g570050	Histone H2B	LOC_Os08g38300	Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
PAC:51214075	Qurub.01G057400	Qurub.01G057400.1	Qurub.01G057400.1	PF01535 PF13041	PTHR24015 PTHR24015:SF688					AT5G59900	Pentatricopeptide repeat (PPR) superfamily protein	Cre01.g050500	Translation factor for chloroplast petB RNA	LOC_Os01g06000	PPR repeat containing protein, expressed
PAC:51214320	Qurub.01G057500	Qurub.01G057500.1	Qurub.01G057500.1		PTHR34658									LOC_Os01g05850	expressed protein
PAC:51212455	Qurub.01G057600	Qurub.01G057600.1	Qurub.01G057600.1	PF00067	PTHR24282 PTHR24282:SF28		KOG0157		GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114			Cre01.g038500	Cytochrome P450, CYP197 superfamily, CYP197B family		
PAC:51211774	Qurub.01G057700	Qurub.01G057700.1	Qurub.01G057700.1	PF00076 PF13865	PTHR19965 PTHR19965:SF29		KOG0533	K12881	GO:0003676	AT5G59950	RNA-binding (RRM/RBD/RNP motifs) family protein	Cre10.g462250	RNA Export Factor	LOC_Os03g17010	RNA recognition motif containing protein, putative, expressed
PAC:51213796	Qurub.01G057800	Qurub.01G057800.1	Qurub.01G057800.1							AT5G59960				LOC_Os01g05830	expressed protein
PAC:51213797	Qurub.01G057800	Qurub.01G057800.2	Qurub.01G057800.2							AT5G59960				LOC_Os01g05830	expressed protein
PAC:51213798	Qurub.01G057800	Qurub.01G057800.3	Qurub.01G057800.3							AT5G59960				LOC_Os01g05830	expressed protein
PAC:51212143	Qurub.01G057900	Qurub.01G057900.1	Qurub.01G057900.1		PTHR31096 PTHR31096:SF18	EC:2.7.7.59			GO:0008152 GO:0016597					LOC_Os05g02220	ACT domain containing protein, expressed
PAC:51211501	Qurub.01G058000	Qurub.01G058000.1	Qurub.01G058000.1	PF15511	PTHR10484		KOG3467	K11254	GO:0000786 GO:0003677 GO:0005634	AT1G07660	Histone superfamily protein	Cre06.g274150	Histone H4	LOC_Os01g61920	Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
PAC:51213426	Qurub.01G058100	Qurub.01G058100.1	Qurub.01G058100.1		PTHR34565					AT5G59613					
PAC:51211850	Qurub.01G058200	Qurub.01G058200.1	Qurub.01G058200.1	PF01073	PTHR10366 PTHR10366:SF323	EC:4.1.1.35		K08678	GO:0003854 GO:0006694 GO:0016616 GO:0055114	AT2G28760	UDP-XYL synthase 6			LOC_Os03g16980	NAD dependent epimerase/dehydratase family domain containing protein, expressed
PAC:51211851	Qurub.01G058200	Qurub.01G058200.2	Qurub.01G058200.2	PF01073	PTHR10366 PTHR10366:SF323	EC:4.1.1.35		K08678	GO:0003854 GO:0006694 GO:0016616 GO:0055114	AT2G28760	UDP-XYL synthase 6			LOC_Os03g16980	NAD dependent epimerase/dehydratase family domain containing protein, expressed
